	Chromosome	Position	67B_T1_vs_67_PBMC.tumour
1_9246991	1	9246991	0.276020453097779
1_9247016	1	9247016	0.331722774268345
1_9247017	1	9247017	0.383027833166185
1_9262084	1	9262084	0.712704796999558
1_9262324	1	9262324	0.207557239473937
1_9264218	1	9264218	0.481089781446449
1_9264227	1	9264227	0.457982568470147
1_9264263	1	9264263	0.611001286765933
1_9264611	1	9264611	0.375211010213942
1_9580233	1	9580233	0.279873225888604
1_9582366	1	9582366	0.418603605727323
1_9612988	1	9612988	0.890730297212987
1_9614894	1	9614894	0.409259374739365
1_9615303	1	9615303	0.312605931074561
1_9615318	1	9615318	0.298666740116687
1_9622200	1	9622200	0.127327430699442
1_9717027	1	9717027	0.253000210235104
1_9720166	1	9720166	0.74520504376956
1_9720540	1	9720540	0.923239690600497
1_9721147	1	9721147	0.565312399502859
1_9721246	1	9721246	0.460729081399999
1_9721447	1	9721447	0.128248593894017
1_9722328	1	9722328	0.450519466680482
1_9724365	1	9724365	0.69262676245908
1_9744467	1	9744467	0.542592323002776
1_9744633	1	9744633	0.91264236750831
1_9751483	1	9751483	0.829181456815467
1_9751516	1	9751516	0.712704796999558
1_9773303	1	9773303	0.513850253172874
1_9872043	1	9872043	0.152795928330716
1_9922297	1	9922297	0.720018013327733
1_9934787	1	9934787	0.720805295770674
1_9972110	1	9972110	0.782475075303732
1_10101207	1	10101207	1.68977840015005
1_10119557	1	10119557	0.675771542156171
1_10130715	1	10130715	0.577149545039144
1_10303186	1	10303186	1.00140557434737
1_10303453	1	10303453	0.400271782955065
1_10303606	1	10303606	0.351908761393666
1_10304277	1	10304277	0.610002881853499
1_10334565	1	10334565	0.517688814594415
1_10343234	1	10343234	0.597145316141772
1_10361031	1	10361031	0.58372219896263
1_10368512	1	10368512	0.687985118326999
1_10371241	1	10371241	0.49368272252183
1_10380226	1	10380226	0.792401607540706
1_10413139	1	10413139	0.460729081399999
1_10419728	1	10419728	0.714653068789079
1_10461572	1	10461572	0.24867860428501
1_10461640	1	10461640	0.142757471269048
1_10469269	1	10469269	0.431089849590612
1_10536284	1	10536284	0.709599841062794
1_10599276	1	10599276	0.73723975385632
1_10618382	1	10618382	0.647674369060333
1_10623109	1	10623109	0.306568330152003
1_10629648	1	10629648	0.62244563069199
1_10629678	1	10629678	0.537054139461346
1_10629812	1	10629812	0.579567566743994
1_10629994	1	10629994	0.362613656896541
1_10639344	1	10639344	0.579412596547713
1_10639683	1	10639683	0.207557239473937
1_10640045	1	10640045	0.51671369117717
1_10642250	1	10642250	0.807762473180561
1_10642935	1	10642935	0.457447741757483
1_10646266	1	10646266	0.673873218646744
1_10646326	1	10646326	0.702269344333247
1_10649075	1	10649075	0.384121474437171
1_10649384	1	10649384	0.29746097737129
1_10653593	1	10653593	0.414996866246589
1_10653750	1	10653750	0.773546757842648
1_10653788	1	10653788	0.864835726609761
1_10653867	1	10653867	0.463602354717608
1_10653940	1	10653940	0.43129867857569
1_10659877	1	10659877	0.582424487079819
1_10660248	1	10660248	0.311358344605461
1_10660397	1	10660397	0.451618662955285
1_10665309	1	10665309	0.325873110081522
1_10665356	1	10665356	0.2036911495117
1_10947668	1	10947668	0.679029159058358
1_10948045	1	10948045	0.454785942033968
1_10948070	1	10948070	0.897257204302138
1_10948360	1	10948360	0.634854826846961
1_10948628	1	10948628	0.276807306152947
1_10948742	1	10948742	0.442074890284415
1_10949622	1	10949622	0.679625683789159
1_10949646	1	10949646	0.444340186049771
1_10954061	1	10954061	0.79299912050882
1_10955108	1	10955108	0.298006316648578
1_11027008	1	11027008	0.332025337063118
1_11027215	1	11027215	0.398297921597919
1_11030859	1	11030859	0.732800415499339
1_11034851	1	11034851	0.74112528015027
1_11042882	1	11042882	0.392724973901717
1_11042883	1	11042883	0.349080501242848
1_11043525	1	11043525	0.296920135737631
1_11046591	1	11046591	0.571200278707958
1_11046609	1	11046609	0.538005053507124
1_11046672	1	11046672	0.664195643219553
1_11047065	1	11047065	0.564765820583312
1_11047087	1	11047087	0.514139747513344
1_11047092	1	11047092	0.609159939941765
1_11055787	1	11055787	0.599175851369143
1_11069599	1	11069599	0.510819976948296
1_11070918	1	11070918	0.523457019667086
1_11073948	1	11073948	0.721225722712566
1_11081130	1	11081130	0.373811863501405
1_11098048	1	11098048	0.608054002715596
1_11099766	1	11099766	0.51671369117717
1_11109363	1	11109363	0.413406571862052
1_11121270	1	11121270	0.513850253172874
1_11124536	1	11124536	0.590242726599136
1_11130538	1	11130538	0.860803435988692
1_11139391	1	11139391	0.457447741757483
1_11144841	1	11144841	0.536440096021181
1_11145001	1	11145001	0.502791314944801
1_11192312	1	11192312	0.774262557927235
1_11193588	1	11193588	0.255221450151782
1_11194951	1	11194951	0.592481198795135
1_11199598	1	11199598	0.539674839620481
1_11210838	1	11210838	0.674557663211281
1_11212411	1	11212411	0.843745063550266
1_11240460	1	11240460	0.837478791208414
1_11501143	1	11501143	0.653203785250896
1_11502856	1	11502856	0.506760217147746
1_11516008	1	11516008	0.796502935323684
1_11528050	1	11528050	0.0406855620091785
1_11529815	1	11529815	0.447786801364259
1_11529838	1	11529838	0.484785526890485
1_11531680	1	11531680	0.425778658020026
1_11535515	1	11535515	0.50268063213828
1_11535609	1	11535609	0.213913186124334
1_11536398	1	11536398	0.654217214927105
1_11536572	1	11536572	0.652263918741506
1_11661214	1	11661214	0.439820091637018
1_11668837	1	11668837	0.420205710323824
1_11668877	1	11668877	0.624067026910854
1_11668895	1	11668895	0.70995628208768
1_11673346	1	11673346	0.687048607394478
1_11688127	1	11688127	0.479099399377393
1_11711942	1	11711942	0.667762936626556
1_11715121	1	11715121	0.495340040384603
1_11746177	1	11746177	0.662951761802458
1_11748477	1	11748477	0.671744477319788
1_11761978	1	11761978	0.531053130449691
1_11762248	1	11762248	0.4881445389804
1_11766129	1	11766129	0.47780259475894
1_11766294	1	11766294	0.739304844525902
1_11766573	1	11766573	0.948070993856775
1_11768262	1	11768262	0.899570784706864
1_11771538	1	11771538	0.397541990199493
1_11772254	1	11772254	0.414143957536623
1_11775556	1	11775556	0.355250268483054
1_11776571	1	11776571	0.360227064059663
1_11776613	1	11776613	0.400271782955065
1_11778791	1	11778791	0.642802783769402
1_11779866	1	11779866	0.281693661512973
1_11779915	1	11779915	0.0611343980354799
1_11784463	1	11784463	0.370906863696026
1_11785215	1	11785215	0.472278133521378
1_11787997	1	11787997	0.549135168869548
1_11788822	1	11788822	0.751178944814193
1_11788915	1	11788915	0.693954076121243
1_11789390	1	11789390	0.814504880183023
1_11790693	1	11790693	0.394022361615849
1_11790870	1	11790870	0.413182481299177
1_11791734	1	11791734	0.194785596289808
1_11794419	1	11794419	0.816030089164161
1_11794839	1	11794839	0.243292667111678
1_11816635	1	11816635	0.636408757568119
1_11838567	1	11838567	0.222069678826555
1_11838792	1	11838792	0.406043458765506
1_11838802	1	11838802	0.427289333593545
1_11838976	1	11838976	0.379210167427235
1_11858365	1	11858365	0.364155821704946
1_11858387	1	11858387	0.429250849926831
1_11858780	1	11858780	0.339864531578067
1_11944606	1	11944606	0.540759165143821
1_11949781	1	11949781	0.450519466680482
1_11949854	1	11949854	0.611248683669718
1_11949898	1	11949898	0.655831068226712
1_11949899	1	11949899	0.63352735615992
1_11950412	1	11950412	0.82517952625797
1_11952696	1	11952696	0.529964714675026
1_11957902	1	11957902	0.625648062730334
1_11963598	1	11963598	0.476071706679824
1_11965543	1	11965543	0.620782307558518
1_11966298	1	11966298	1.1549011308652
1_11974699	1	11974699	0.70995628208768
1_11974757	1	11974757	0.669878842712345
1_11996252	1	11996252	0.518201772836579
1_11997386	1	11997386	0.645568756853595
1_12001541	1	12001541	0.54868608091545
1_12004010	1	12004010	0.47246291674813
1_12004835	1	12004835	-0.0303975360523042
1_12009668	1	12009668	0.614442608022454
1_12014431	1	12014431	0.352082989404371
1_12014458	1	12014458	0.236605771984435
1_12014474	1	12014474	0.113749024198902
1_12022187	1	12022187	0.838641786064533
1_12022277	1	12022277	0.999106458257779
1_12022869	1	12022869	0.860803435988692
1_12029085	1	12029085	-0.00781295568201162
1_12029794	1	12029794	0.378135534199977
1_12029889	1	12029889	0.113749024198902
1_12031554	1	12031554	0.327528315230641
1_12031731	1	12031731	0.702269344333247
1_12104380	1	12104380	0.300865970787819
1_12104394	1	12104394	0.348741482314983
1_12138290	1	12138290	0.399706574312816
1_12188885	1	12188885	0.689022468751624
1_12192516	1	12192516	0.672323524102954
1_12192870	1	12192870	0.364824200239434
1_12194666	1	12194666	0.474969150232666
1_12194953	1	12194953	0.734877132485093
1_12195131	1	12195131	0.694595416447826
1_12208442	1	12208442	0.577847341928632
1_12244346	1	12244346	0.313057832422308
1_12244587	1	12244587	0.158522052303036
1_12257944	1	12257944	0.699340013294575
1_12276090	1	12276090	0.288551987017089
1_12277831	1	12277831	0.328236247450003
1_12283372	1	12283372	0.794247666706079
1_12283436	1	12283436	0.490718482644226
1_12318217	1	12318217	0.578814897920464
1_12322574	1	12322574	0.528786523477745
1_12341811	1	12341811	0.466875922226748
1_12353983	1	12353983	0.555922653415259
1_12378571	1	12378571	0.538875341101329
1_12617237	1	12617237	0.383027833166185
1_12666726	1	12666726	0.133426508975368
1_12716341	1	12716341	0.166216444093037
1_12719545	1	12719545	0.278628986880142
1_12719616	1	12719616	0.260477175603277
1_12720907	1	12720907	0.873169469192804
1_12725413	1	12725413	0.577530857329163
1_12725484	1	12725484	0.498412874434226
1_12725527	1	12725527	0.364155821704946
1_12725693	1	12725693	0.523511581437071
1_12725782	1	12725782	0.418603605727323
1_12755700	1	12755700	0.51671369117717
1_12755708	1	12755708	0.618423735962422
1_12759468	1	12759468	0.25664352522098
1_12760875	1	12760875	0.930884967049091
1_12775001	1	12775001	0.322066260323627
1_12775014	1	12775014	0.283846938093136
1_12775015	1	12775015	0.301731414749518
1_12775725	1	12775725	0.466611377430758
1_12775851	1	12775851	0.391850878121637
1_12777268	1	12777268	0.473397953611213
1_12777320	1	12777320	0.572841703555681
1_12777354	1	12777354	0.563808808912472
1_12777491	1	12777491	0.149055892934854
1_12825053	1	12825053	1.1137490241989
1_12827638	1	12827638	1.19993706193704
1_12828685	1	12828685	0.919450427403992
1_12828686	1	12828686	0.891356602862454
1_12847476	1	12847476	1.52878652347775
1_12860725	1	12860725	1.33614144553535
1_12861512	1	12861512	0.528786523477745
1_12881982	1	12881982	1.44576593670985
1_12883140	1	12883140	0.916765010532169
1_12883168	1	12883168	0.94100350369421
1_12883169	1	12883169	1.03411290808569
1_13115560	1	13115560	0.762860749861829
1_13115573	1	13115573	0.84609059183966
1_13319482	1	13319482	0.550039072706342
1_13322038	1	13322038	0.466673008677575
1_13370686	1	13370686	-0.0513749909795895
1_13370713	1	13370713	0.117606499868416
1_13370765	1	13370765	0.298666740116687
1_13370918	1	13370918	0.63049746239173
1_13371002	1	13371002	0.807447164460939
1_13389694	1	13389694	0.448109877178147
1_13389844	1	13389844	0.751178944814193
1_13390395	1	13390395	0.369616150086438
1_13390443	1	13390443	0.198637921785414
1_13390596	1	13390596	0.288835730756993
1_13390787	1	13390787	0.571200278707958
1_13390853	1	13390853	0.45813196991396
1_13391946	1	13391946	0.193183491693306
1_13392079	1	13392079	0.285515372465382
1_13392083	1	13392083	0.212759030030067
1_13392102	1	13392102	0.383447160313706
1_13392184	1	13392184	0.364996308207535
1_13392272	1	13392272	0.4881445389804
1_13416366	1	13416366	0.298128119598618
1_13416396	1	13416396	0.384282940026695
1_13416600	1	13416600	0.50707426751525
1_13418285	1	13418285	0.246589860557057
1_13418633	1	13418633	0.739004230868091
1_13421192	1	13421192	0.310606353428212
1_13421193	1	13421193	0.258138933534076
1_13475857	1	13475857	0.863653674072606
1_13475969	1	13475969	0.252576728896218
1_13513240	1	13513240	0.605748505292629
1_13610479	1	13610479	0.783968879931863
1_13778644	1	13778644	0.926620951224072
1_13778803	1	13778803	0.496861756081508
1_13778878	1	13778878	0.611321281231233
1_13780865	1	13780865	0.763151586480269
1_13782337	1	13782337	0.620782307558518
1_13782589	1	13782589	0.247136439476605
1_13782619	1	13782619	0.7581653751303
1_13893691	1	13893691	0.557006397125204
1_14180562	1	14180562	0.484663970245438
1_14304619	1	14304619	0.567957120758423
1_14924487	1	14924487	0.801805017884161
1_14929705	1	14929705	0.732563266646846
1_14960723	1	14960723	0.659386468894703
1_15034863	1	15034863	0.36123242649818
1_15044087	1	15044087	0.80130242424003
1_15056111	1	15056111	-0.0732494906023523
1_15056171	1	15056171	0.272011108115634
1_15094363	1	15094363	0.506942134434525
1_15101561	1	15101561	0.287231845054403
1_15112731	1	15112731	0.698711524920058
1_15112917	1	15112917	0.369091867336636
1_15114533	1	15114533	0.585168993375264
1_15114571	1	15114571	0.415575913029755
1_15164369	1	15164369	0.554321615584883
1_15168611	1	15168611	0.707235597226596
1_15168614	1	15168614	0.630588804000605
1_15168689	1	15168689	0.618423735962422
1_15215111	1	15215111	0.111581187516191
1_15215144	1	15215144	0.352261110898626
1_15215403	1	15215403	0.641554453639695
1_15219581	1	15219581	0.399917355968664
1_15247291	1	15247291	0.621895927869227
1_15251791	1	15251791	0.4881445389804
1_15251806	1	15251806	0.572413455878003
1_15287147	1	15287147	0.646096898756636
1_15289653	1	15289653	0.317525767368003
1_15296717	1	15296717	0.751178944814193
1_15314589	1	15314589	0.683007442172614
1_15327059	1	15327059	0.606230608903094
1_15341780	1	15341780	0.349816382432426
1_15341823	1	15341823	0.513679631087537
1_15341876	1	15341876	0.537054139461346
1_15358264	1	15358264	0.660031056755998
1_15375634	1	15375634	0.381945135148474
1_15382044	1	15382044	0.675627911807017
1_15383872	1	15383872	0.0221402664196161
1_15383915	1	15383915	0.0216308222104701
1_15388104	1	15388104	0.618871652710063
1_15388363	1	15388363	0.359411224858197
1_15397315	1	15397315	0.375312042816027
1_15397347	1	15397347	0.179132331978323
1_15444626	1	15444626	0.899570784706864
1_15445717	1	15445717	0.751178944814193
1_15462802	1	15462802	0.356041002973054
1_15462809	1	15462809	0.30990990396217
1_15463420	1	15463420	0.686083916592308
1_15467516	1	15467516	0.599175851369143
1_15481703	1	15481703	0.595528074353999
1_15482377	1	15482377	0.315442452867513
1_15483381	1	15483381	0.69568383222249
1_15485937	1	15485937	0.639152327080082
1_15487341	1	15487341	0.268237381033546
1_15487348	1	15487348	0.218055375612655
1_15506048	1	15506048	0.515889529463304
1_15518120	1	15518120	0.632534448315574
1_15524108	1	15524108	0.460837192984664
1_15524177	1	15524177	0.582302032804747
1_15536563	1	15536563	0.574928305122466
1_15536735	1	15536735	0.242427010713156
1_15565920	1	15565920	0.834320180114439
1_15573657	1	15573657	0.651643271263279
1_15577823	1	15577823	0.24867860428501
1_15579006	1	15579006	0.250749954304705
1_15583249	1	15583249	0.731001062876563
1_15583355	1	15583355	0.63975766214577
1_15584711	1	15584711	0.70090573833297
1_15584923	1	15584923	0.47044253724694
1_15633482	1	15633482	0.276269989557951
1_15633808	1	15633808	0.627088597089549
1_15660052	1	15660052	0.507684725376045
1_15660680	1	15660680	0.64099602706377
1_15660978	1	15660978	0.461672327619208
1_15661107	1	15661107	0.594674459134203
1_15717906	1	15717906	0.786368373276493
1_15725435	1	15725435	0.563318929437174
1_15738641	1	15738641	0.62816805470885
1_15742576	1	15742576	0.751178944814193
1_15742902	1	15742902	0.351248337925558
1_15743149	1	15743149	0.467385978813602
1_15743153	1	15743153	0.42793392145484
1_15744417	1	15744417	0.417441547637198
1_15744527	1	15744527	0.350641015230464
1_15747031	1	15747031	0.461672327619208
1_15765157	1	15765157	0.17363391565552
1_15765205	1	15765205	0.263385103100035
1_15768557	1	15768557	0.374873840024064
1_15774908	1	15774908	0.493110791873749
1_15919487	1	15919487	0.433607254970967
1_15928262	1	15928262	0.166216444093037
1_15928710	1	15928710	0.856789132774792
1_15929149	1	15929149	0.922945293080673
1_15929304	1	15929304	0.475944085374873
1_15929512	1	15929512	0.855876323480886
1_15929805	1	15929805	0.738239889106695
1_15930329	1	15930329	0.211596347597046
1_15930761	1	15930761	0.873898103067327
1_15932261	1	15932261	0.812579489478337
1_15933164	1	15933164	0.647801204968885
1_15933318	1	15933318	0.772874015913512
1_15933473	1	15933473	0.71495875690144
1_15933897	1	15933897	0.314115139205351
1_15934018	1	15934018	0.101935692760774
1_15935861	1	15935861	0.814372771301387
1_15942149	1	15942149	0.474661309616777
1_16006004	1	16006004	0.283192565586391
1_16006170	1	16006170	0.435316850626185
1_16006184	1	16006184	0.541460353512856
1_16017865	1	16017865	0.413309306057809
1_16017907	1	16017907	0.326293659579003
1_16018169	1	16018169	0.526963787870928
1_16018188	1	16018188	0.684064748955656
1_16019460	1	16019460	0.328236247450003
1_16022642	1	16022642	0.865511620293188
1_16028086	1	16028086	0.41997303633882
1_16028797	1	16028797	0.733031598103934
1_16029233	1	16029233	0.614362255183819
1_16030006	1	16030006	0.148514442359578
1_16030027	1	16030027	0.24867860428501
1_16031776	1	16031776	0.731001062876563
1_16033179	1	16033179	0.434705280018939
1_16033220	1	16033220	0.524110036268272
1_16033642	1	16033642	-0.0143558015487837
1_16044504	1	16044504	0.594674459134203
1_16048569	1	16048569	0.343301237108216
1_16049164	1	16049164	0.710536960316847
1_16053647	1	16053647	0.899277583803327
1_16053701	1	16053701	0.934976120838063
1_16056471	1	16056471	0.66871678462222
1_16058689	1	16058689	0.251252547948837
1_16125227	1	16125227	0.563808808912472
1_16131822	1	16131822	0.466449467881081
1_16132150	1	16132150	0.578114235841314
1_16135106	1	16135106	0.606230608903094
1_16135769	1	16135769	0.801805017884161
1_16137995	1	16137995	0.52117333936787
1_16138178	1	16138178	0.400013628701735
1_16148694	1	16148694	0.852265069928508
1_16148708	1	16148708	0.830405635964768
1_16199162	1	16199162	0.673774441128587
1_16199172	1	16199172	0.592481198795135
1_16207579	1	16207579	0.442228703925041
1_16225649	1	16225649	0.70090573833297
1_16232638	1	16232638	0.721634669200178
1_16250841	1	16250841	0.732722040106632
1_16250852	1	16250852	0.737758429051872
1_16251413	1	16251413	0.713897928734734
1_16251453	1	16251453	0.432356760794653
1_16251522	1	16251522	0.626920841852048
1_16305807	1	16305807	0.715989516351893
1_16315377	1	16315377	0.666786757523821
1_16315404	1	16315404	0.634854826846961
1_16393405	1	16393405	0.591138532303725
1_16398775	1	16398775	0.579412596547713
1_16399323	1	16399323	0.399193616070651
1_16403813	1	16403813	0.30947349507327
1_16405015	1	16405015	0.423374283590162
1_16405077	1	16405077	0.534555003937358
1_16409602	1	16409602	0.33614144553535
1_16409773	1	16409773	0.399118878585677
1_16409832	1	16409832	0.38375946576809
