	Chromosome	Position	63RT3_CM-_vs_63RT3_PBMC.tumour
1_8360492	1	8360492	-0.110140612544641
1_8360503	1	8360503	-0.403499555235233
1_8360612	1	8360612	-0.0578924638783598
1_8361083	1	8361083	0.0390674621878446
1_8361126	1	8361126	0.263076711039576
1_8624343	1	8624343	0.323815868897254
1_8656247	1	8656247	0.240356634539492
1_8861360	1	8861360	0.675572015755966
1_8949303	1	8949303	-0.256378683169929
1_8949347	1	8949347	0.333466038930973
1_8949355	1	8949355	0.350539552289915
1_8949393	1	8949393	0.532011718313054
1_8951527	1	8951527	0.430833875799178
1_8974362	1	8974362	0.290397317039088
1_9007318	1	9007318	0.567931292567996
1_9007358	1	9007358	0.408301271853564
1_9014735	1	9014735	0.480307427260245
1_9014802	1	9014802	0.363628009441226
1_9014814	1	9014814	0.329818261915829
1_9014831	1	9014831	0.22243472654223
1_9038482	1	9038482	0.406715020961612
1_9039892	1	9039892	0.00630129567746392
1_9041924	1	9041924	-0.255554678364536
1_9057537	1	9057537	0.22243472654223
1_9058188	1	9058188	-0.0865377132412197
1_9104515	1	9104515	0.329349930458742
1_9104577	1	9104577	0.359938250292165
1_9105626	1	9105626	0.467321785665764
1_9242965	1	9242965	0.315907667546669
1_9245189	1	9245189	0.439665442762899
1_9245334	1	9245334	-0.0380928236809893
1_9246991	1	9246991	0.463576526527181
1_9247016	1	9247016	0.412351203172008
1_9247017	1	9247017	0.385633864796229
1_9262084	1	9262084	0.350539552289915
1_9262324	1	9262324	0.577391621817062
1_9264218	1	9264218	0.33924839152498
1_9264227	1	9264227	0.212450637969607
1_9264263	1	9264263	0.285699620000246
1_9264611	1	9264611	0.489808068100361
1_9580233	1	9580233	0.296313040513507
1_9582366	1	9582366	0.319007986237283
1_9612988	1	9612988	0.178956089875349
1_9614894	1	9614894	0.275900751397159
1_9615303	1	9615303	0.197343745579399
1_9615318	1	9615318	0.402053124188386
1_9622200	1	9622200	0.144432214540956
1_9717027	1	9717027	0.372460170546837
1_9720166	1	9720166	-0.0291040404537348
1_9720540	1	9720540	-0.119392925782838
1_9721147	1	9721147	-0.0104883622863878
1_9721147.1	1	9721147	-0.0104883622863878
1_9721246	1	9721246	0.220457077101787
1_9721447	1	9721447	0.475273365270135
1_9722328	1	9722328	0.34958570429425
1_9724365	1	9724365	-0.231224066763921
1_9744467	1	9744467	-0.269054833174487
1_9744633	1	9744633	0.137545828955717
1_9751483	1	9751483	0.279884998726129
1_9751516	1	9751516	0.330298759852291
1_9773303	1	9773303	0.182076988926089
1_9872043	1	9872043	0.451860739733204
1_9922297	1	9922297	0.245518339655271
1_9934787	1	9934787	0.503941792447502
1_9972110	1	9972110	0.770871351238272
1_10101207	1	10101207	0.0704316330971797
1_10101207.1	1	10101207	0.0704316330971797
1_10119557	1	10119557	0.158658816108915
1_10130715	1	10130715	0.0339057570720655
1_10303186	1	10303186	-0.229128648761728
1_10303453	1	10303453	-0.0382746263453205
1_10303606	1	10303606	0.0869197558857488
1_10304277	1	10304277	0.368336498778026
1_10334565	1	10334565	0.307470830398029
1_10343234	1	10343234	0.402053124188386
1_10361031	1	10361031	-0.00653034871770457
1_10368512	1	10368512	0.412220150345385
1_10368512.1	1	10368512	0.412220150345385
1_10371241	1	10371241	0.396007504999686
1_10380226	1	10380226	0.350539552289915
1_10380226.1	1	10380226	0.350539552289915
1_10380226.2	1	10380226	0.350539552289915
1_10413139	1	10413139	0.0273629112052936
1_10419728	1	10419728	0.670824174387942
1_10461572	1	10461572	0.444246469649511
1_10461640	1	10461640	0.280998619036838
1_10469269	1	10469269	0.0273629112052936
1_10536284	1	10536284	0.0871103742438102
1_10599276	1	10599276	0.0938906059211687
1_10599276.1	1	10599276	0.0938906059211687
1_10618382	1	10618382	0.478896478452537
1_10623109	1	10623109	0.316008841854427
1_10629648	1	10629648	0.119900309361479
1_10629678	1	10629678	0.0875051464561212
1_10629812	1	10629812	0.194759768099382
1_10629994	1	10629994	0.615427726500691
1_10629994.1	1	10629994	0.615427726500691
1_10639344	1	10639344	0.420928880181313
1_10639683	1	10639683	0.206086732454746
1_10640045	1	10640045	0.207935156847115
1_10642250	1	10642250	0.529863251734477
1_10642935	1	10642935	0.230896305290426
1_10646266	1	10646266	0.155320530683692
1_10646326	1	10646326	0.0403743992409999
1_10649075	1	10649075	0.862626747983778
1_10649384	1	10649384	0.623824054817466
1_10653593	1	10653593	0.0704316330971797
1_10653750	1	10653750	0.46274905587594
1_10653788	1	10653788	0.421338794956308
1_10653867	1	10653867	0.608088419039979
1_10653940	1	10653940	0.0145783983636621
1_10659877	1	10659877	0.248074547700329
1_10660248	1	10660248	0.132359382240381
1_10660397	1	10660397	0.0040891382684837
1_10665309	1	10665309	0.201676166375432
1_10665356	1	10665356	0.523604261262794
1_10947668	1	10947668	-0.126605213962374
1_10948045	1	10948045	0.443475043711396
1_10948070	1	10948070	0.387621808977879
1_10948360	1	10948360	0.257517185697675
1_10948628	1	10948628	0.0704316330971797
1_10948742	1	10948742	-0.170576466406615
1_10949622	1	10949622	0.341285543390273
1_10949646	1	10949646	0.118525921298225
1_10954061	1	10954061	0.392359727984542
1_10955108	1	10955108	0.302794343188556
1_11027008	1	11027008	0.418354936517487
1_11027215	1	11027215	0.36416283615389
1_11030859	1	11030859	0.417082157395773
1_11034851	1	11034851	-0.0628348977662846
1_11042882	1	11042882	0.114825752455633
1_11042883	1	11042883	0.092799446125634
1_11043525	1	11043525	0.345291474327763
1_11046591	1	11046591	0.156846384914653
1_11046609	1	11046609	0.116725285371115
1_11046672	1	11046672	-0.105891139543283
1_11047065	1	11047065	0.325688688339254
1_11047087	1	11047087	0.247309395181259
1_11047092	1	11047092	0.344192445524032
1_11055787	1	11055787	0.224759779488473
1_11069599	1	11069599	0.419765885325194
1_11070918	1	11070918	0.27952723182017
1_11073948	1	11073948	0.214821542432354
1_11081130	1	11081130	0.212450637969607
1_11098048	1	11098048	0.301757179203636
1_11099766	1	11099766	-0.232131136923252
1_11109363	1	11109363	0.333466038930973
1_11109363.1	1	11109363	0.333466038930973
1_11121270	1	11121270	0.0406842897031275
1_11124536	1	11124536	0.302794343188556
1_11130538	1	11130538	0.425526591919741
1_11139391	1	11139391	0.0704316330971797
1_11144841	1	11144841	0.515842781419542
1_11145001	1	11145001	0.126465668011507
1_11192312	1	11192312	0.515216475770075
1_11193588	1	11193588	-0.133926865409007
1_11194951	1	11194951	0.308836372422259
1_11199598	1	11199598	0.304319693271457
1_11210838	1	11210838	0.32515077071897
1_11212411	1	11212411	0.39779361403517
1_11240460	1	11240460	0.248768874355692
1_11501143	1	11501143	-0.947946896217675
1_11502856	1	11502856	-1.12750774451473
1_11516008	1	11516008	-0.655393403463826
1_11528050	1	11528050	-1.32188578968158
1_11529815	1	11529815	-0.659479203535076
1_11529838	1	11529838	-0.658266345085426
1_11531680	1	11531680	-0.845176179612448
1_11535515	1	11535515	-0.83441113386248
1_11535609	1	11535609	-0.752690604818741
1_11536398	1	11536398	-0.607640272015458
1_11536572	1	11536572	-1.0871096438893
1_11661214	1	11661214	-1.69775269167975
1_11668837	1	11668837	-0.375368119952351
1_11668877	1	11668877	-0.364505423619369
1_11668895	1	11668895	-0.227248915543505
1_11673346	1	11673346	-0.59253337962525
1_11688127	1	11688127	-0.458262647977231
1_11711942	1	11711942	-0.559199916957705
1_11715121	1	11715121	-1.09003303909607
1_11746177	1	11746177	-0.707175945566372
1_11748477	1	11748477	-0.883764677289696
1_11761978	1	11761978	-0.72146017157262
1_11762248	1	11762248	-0.0391928580773185
1_11766129	1	11766129	-1.09592675332494
1_11766294	1	11766294	-0.892093661484157
1_11766573	1	11766573	-1.13524339329433
1_11768262	1	11768262	-0.792064843152885
1_11771538	1	11771538	-0.756236764017259
1_11772254	1	11772254	-0.720981745091403
1_11775556	1	11775556	-0.824598807301278
1_11776571	1	11776571	-0.666533961069027
1_11776613	1	11776613	-0.566998287518112
1_11778791	1	11778791	-0.406890144436007
1_11779866	1	11779866	-0.863980025275244
1_11779915	1	11779915	-0.88471413111856
1_11784463	1	11784463	-0.883764677289696
1_11785215	1	11785215	-0.535904518416544
1_11787997	1	11787997	-0.809274133185109
1_11788822	1	11788822	-1.20457541440269
1_11788915	1	11788915	-0.740534542512804
1_11789390	1	11789390	-1.13689334015033
1_11790693	1	11790693	-0.589228234901578
1_11790870	1	11790870	-0.800835052780618
1_11790870.1	1	11790870	-0.800835052780618
1_11791734	1	11791734	-0.564283902821076
1_11794419	1	11794419	-1.22375147130728
1_11794839	1	11794839	-0.852947085299908
1_11794839.1	1	11794839	-0.852947085299908
1_11816635	1	11816635	-1.02389574945097
1_11838567	1	11838567	-0.300406062271129
1_11838792	1	11838792	-0.814091149482885
1_11838802	1	11838802	-0.887340131513523
1_11838976	1	11838976	-0.61762436058808
1_11858365	1	11858365	-0.787549362030393
1_11858387	1	11858387	-0.535289427790774
1_11858780	1	11858780	-0.849715059213606
1_11944606	1	11944606	-0.236229705136872
1_11949781	1	11949781	-1.11399293804025
1_11949781.1	1	11949781	-1.11399293804025
1_11949854	1	11949854	-0.830790212424647
1_11949898	1	11949898	-0.650414295705749
1_11949899	1	11949899	-0.704862079728126
1_11949898.1	1	11949898	-0.650414295705749
1_11949899.1	1	11949899	-0.704862079728126
1_11950412	1	11950412	-0.804037484818961
1_11952696	1	11952696	-0.732531519843267
1_11952696.1	1	11952696	-0.732531519843267
1_11952696.2	1	11952696	-0.732531519843267
1_11957902	1	11957902	-0.741496018750249
1_11963598	1	11963598	-0.316591490012068
1_11963598.1	1	11963598	-0.316591490012068
1_11965543	1	11965543	-0.797464830895475
1_11966298	1	11966298	-0.366973679210119
1_11974699	1	11974699	-0.710255338498344
1_11974757	1	11974757	-1.0319300845325
1_11996252	1	11996252	-0.586680653379812
1_11997386	1	11997386	-1.02910404045373
1_12001541	1	12001541	-0.4600830836016
1_12004010	1	12004010	-0.475850399459917
1_12004835	1	12004835	-0.895621034979483
1_12004835.1	1	12004835	-0.895621034979483
1_12009668	1	12009668	-0.871852869046533
1_12014431	1	12014431	-0.9977398695444
1_12014458	1	12014458	-0.783717500439365
1_12014474	1	12014474	-0.798323833624568
1_12022187	1	12022187	-0.672792951540709
1_12022277	1	12022277	-0.990968911566964
1_12022869	1	12022869	-0.695103113265797
1_12029085	1	12029085	-0.562786036231198
1_12029794	1	12029794	-0.745143795765393
1_12029889	1	12029889	-0.847106206710847
1_12031554	1	12031554	-0.429139376393332
1_12031731	1	12031731	-0.425095784042032
1_12104380	1	12104380	-0.0405996792915642
1_12104394	1	12104394	-0.2356714946285
1_12138290	1	12138290	-0.488995775516839
1_12188885	1	12188885	-0.530472411492998
1_12192516	1	12192516	-0.798323833624568
1_12192870	1	12192870	-0.418315552364673
1_12194666	1	12194666	-0.61922824629067
1_12194953	1	12194953	-1.18110713389878
1_12195131	1	12195131	-0.480583535700639
1_12208442	1	12208442	-0.959315710296873
1_12244346	1	12244346	-0.31522205940057
1_12244587	1	12244587	-0.885846989473503
1_12257944	1	12257944	-0.549720296086277
1_12276090	1	12276090	-0.63780224252571
1_12277831	1	12277831	-0.797118070879171
1_12283372	1	12283372	-0.832271165547906
1_12283436	1	12283436	-0.635121008437565
1_12318217	1	12318217	-0.627005596882389
1_12322574	1	12322574	-0.57593141228812
1_12341811	1	12341811	-1.05732391410119
1_12353983	1	12353983	-0.0380928236809893
1_12378571	1	12378571	-0.425994193022319
1_12617237	1	12617237	-0.702797505055798
1_12666726	1	12666726	-0.988462055956389
1_12716341	1	12716341	-0.566998287518112
1_12719545	1	12719545	-0.736923288960424
1_12719616	1	12719616	-0.59253337962525
1_12720907	1	12720907	-0.964333785063497
1_12725413	1	12725413	-0.547320802741646
1_12725484	1	12725484	-1.02910404045373
1_12725527	1	12725527	-1.0871096438893
1_12725693	1	12725693	-0.747191624414251
1_12725782	1	12725782	-0.627298797785926
1_12755700	1	12755700	-0.644591408188349
1_12755708	1	12755708	-0.736923288960424
1_12759468	1	12759468	-1.04504558432276
1_12760875	1	12760875	-0.953415108857188
1_12775001	1	12775001	-0.992578164428621
1_12775014	1	12775014	-1.02182687475481
1_12775015	1	12775015	-1.03648357081933
1_12775725	1	12775725	-1.02910404045373
1_12775851	1	12775851	-0.805993681784288
1_12777268	1	12777268	-0.798323833624568
1_12777320	1	12777320	-0.995657557360593
1_12777354	1	12777354	-0.714300379999754
1_12777491	1	12777491	-0.705793391516254
1_12825053	1	12825053	-0.889379276787122
1_12827638	1	12827638	-0.741301729470999
1_12828685	1	12828685	-0.765074329274573
1_12828686	1	12828686	-0.766562779400298
1_12847476	1	12847476	-1.35681000576879
1_12860725	1	12860725	-1.24507019263075
1_12861512	1	12861512	-0.251496461790183
1_12881982	1	12881982	-0.841620667627118
1_12883140	1	12883140	-0.468434453034523
1_12883168	1	12883168	-0.505597742853969
1_12883169	1	12883169	-0.487563820023707
1_13115560	1	13115560	-0.577266622971939
1_13115573	1	13115573	-0.591698728146437
1_13319482	1	13319482	-0.230949084386097
1_13322038	1	13322038	0.0704316330971797
1_13370686	1	13370686	-0.659479203535076
1_13370713	1	13370713	-0.672792951540709
1_13370765	1	13370765	-1.25149646179018
1_13370918	1	13370918	-0.485961715427206
1_13371002	1	13371002	-0.514530867623977
1_13389694	1	13389694	-0.944518708368792
1_13389844	1	13389844	-0.573424556677545
1_13390395	1	13390395	-0.477056162205314
1_13390443	1	13390443	-0.441068705682955
1_13390395.1	1	13390395	-0.477056162205314
1_13390443.1	1	13390443	-0.441068705682955
1_13390596	1	13390596	-0.684455869066289
1_13390787	1	13390787	-1.58777984965462
1_13390853	1	13390853	-1.39296888774306
1_13391946	1	13391946	-0.607640272015458
1_13392079	1	13392079	-0.959315710296873
1_13392083	1	13392083	-1.1064461289869
1_13392102	1	13392102	-1.35406619543073
1_13392184	1	13392184	-0.561836582402333
1_13392184.1	1	13392184	-0.561836582402333
1_13392272	1	13392272	-0.895621034979483
1_13416366	1	13416366	-0.374979515225183
1_13416396	1	13416396	-0.497557789020263
1_13416600	1	13416600	-0.678029599906856
1_13418285	1	13418285	-0.949197173651753
1_13418633	1	13418633	-0.842690916222854
1_13421192	1	13421192	-0.773917496442626
1_13421193	1	13421193	-0.736923288960424
1_13475857	1	13475857	-0.691408629708056
1_13475969	1	13475969	-1.07092421614836
1_13513240	1	13513240	-1.06283489776628
1_13610479	1	13610479	-0.992304122250783
1_13778644	1	13778644	-0.752690604818741
1_13778803	1	13778803	-0.692529169601971
1_13778878	1	13778878	-0.9977398695444
1_13780865	1	13780865	-0.482109389931599
1_13782337	1	13782337	-0.523576007226983
1_13782589	1	13782589	-0.56846967473478
1_13782619	1	13782619	-0.647797398487441
1_13893691	1	13893691	-0.92956836690282
1_14180562	1	14180562	-0.795267275191229
1_14304619	1	14304619	-0.739743808022803
1_14924487	1	14924487	-0.528606052835699
1_14929705	1	14929705	-1.21714495699941
1_14960723	1	14960723	-0.984016150925197
1_15034863	1	15034863	-0.709442552538317
1_15044087	1	15044087	-0.59253337962525
1_15056111	1	15056111	-0.80757784252421
1_15056171	1	15056171	-0.50507053837491
1_15094363	1	15094363	-0.822653162986309
1_15101561	1	15101561	-0.473888883126631
1_15112731	1	15112731	-1.01703120815316
1_15112917	1	15112917	-1.08484659238073
1_15114533	1	15114533	-0.521910397989574
1_15114571	1	15114571	-0.4600830836016
1_15164369	1	15164369	-0.643813884568943
1_15168611	1	15168611	-0.693755429804051
1_15168614	1	15168614	-0.549979703628266
1_15168689	1	15168689	-0.40873620360138
1_15215111	1	15215111	-0.514530867623977
1_15215144	1	15215144	-0.721763481789419
1_15215403	1	15215403	-0.181107133898785
1_15219581	1	15219581	-0.801560754526749
1_15247291	1	15247291	-0.392540343245366
1_15251791	1	15251791	-0.304416776065965
1_15251806	1	15251806	-0.326085778210866
1_15287147	1	15287147	-0.641222872539839
1_15289653	1	15289653	-0.577266622971939
1_15296717	1	15296717	-0.643264181746179
1_15314589	1	15314589	-0.680540819062906
1_15327059	1	15327059	-0.698955438761404
1_15341780	1	15341780	-0.604168080108653
1_15341823	1	15341823	-0.607640272015458
1_15341876	1	15341876	-0.691408629708056
1_15358264	1	15358264	-0.239252866035436
1_15375634	1	15375634	-0.444141539732579
1_15382044	1	15382044	-1.44414153973258
1_15383872	1	15383872	-0.988462055956389
1_15383915	1	15383915	-0.684455869066289
1_15388104	1	15388104	-0.666533961069027
1_15388363	1	15388363	-0.796301836039356
1_15397315	1	15397315	-1.03390502671756
1_15397347	1	15397347	-0.885625019315224
1_15444626	1	15444626	-0.396694377330118
1_15445717	1	15445717	-0.879527684403225
1_15445717.1	1	15445717	-0.879527684403225
1_15462802	1	15462802	-0.97932140209992
1_15462809	1	15462809	-1.03919285807732
1_15463420	1	15463420	-0.858015105877786
1_15467516	1	15467516	-0.781469727913686
1_15481703	1	15481703	-0.237690662265152
1_15482377	1	15482377	-0.848648371519253
1_15483381	1	15483381	-0.872984838536453
1_15485937	1	15485937	-0.883764677289696
1_15487341	1	15487341	-0.92956836690282
1_15487348	1	15487348	-0.822653162986309
1_15506048	1	15506048	-0.514530867623977
1_15518120	1	15518120	-0.745143795765393
1_15524108	1	15524108	-0.506069288875781
1_15524177	1	15524177	-0.419373634583636
1_15536563	1	15536563	-0.470136748265523
1_15536735	1	15536735	-0.666533961069027
1_15565920	1	15565920	-0.187366124370467
1_15573657	1	15573657	-0.547320802741646
1_15577823	1	15577823	-0.743556381292872
1_15579006	1	15579006	-0.847106206710847
1_15583249	1	15583249	-0.316591490012068
1_15583355	1	15583355	-0.392540343245366
1_15584711	1	15584711	-0.793913267545254
1_15584923	1	15584923	0.0984460092667761
1_15633482	1	15633482	-0.555172852121323
1_15633808	1	15633808	-0.705136800292774
1_15660052	1	15660052	-0.675811774657037
1_15660680	1	15660680	-0.647797398487441
1_15660978	1	15660978	-0.800581926182742
1_15661107	1	15661107	-0.760813909168446
1_15717906	1	15717906	-1.10710655245501
1_15725435	1	15725435	-1.13815498871424
1_15738641	1	15738641	-1.20374333034181
1_15742576	1	15742576	-0.671035353303967
1_15742902	1	15742902	-0.736923288960424
1_15743149	1	15743149	-0.554888605240118
1_15743153	1	15743153	-0.577266622971939
1_15744417	1	15744417	-0.69312817108074
1_15744527	1	15744527	-0.594384175313191
1_15747031	1	15747031	-0.365667481709494
1_15765157	1	15765157	-1.15196078823927
1_15765205	1	15765205	-1.19260277273661
1_15768557	1	15768557	-0.622590613481429
1_15774908	1	15774908	-0.396694377330118
1_15919487	1	15919487	-0.770369772053566
1_15928262	1	15928262	-0.71092808042748
1_15928710	1	15928710	-1.25819111436419
1_15929149	1	15929149	-1.0801280434782
1_15929304	1	15929304	-0.698242820796364
1_15929512	1	15929512	-0.604472992936775
1_15929805	1	15929805	-0.810923870404201
1_15930329	1	15930329	-0.697394924773787
1_15930761	1	15930761	-0.957582743072417
1_15932261	1	15932261	-0.640061749707835
1_15933164	1	15933164	-1.26660335418039
1_15933318	1	15933318	-1.03999235659647
1_15933473	1	15933473	-0.819009991755122
1_15933897	1	15933897	-0.659479203535076
1_15934018	1	15934018	-0.242158597210846
1_15935861	1	15935861	-0.77756527345777
1_15942149	1	15942149	-0.414995194073062
1_16006004	1	16006004	-0.526503509290053
1_16006170	1	16006170	-0.548478199547314
1_16006184	1	16006184	-0.597946875811614
1_16017865	1	16017865	-0.388999985540118
1_16017907	1	16017907	0.00533660487529471
