	Chromosome	Position	96RT_TISSUE_vs_96RT_PBMC.tumour
1_8360503	1	8360503	0.124255105573205
1_8360612	1	8360612	-0.0277479878718449
1_8361083	1	8361083	0.000680420454672553
1_8361126	1	8361126	0.17523903429201
1_8624343	1	8624343	-0.0456698958691073
1_8656247	1	8656247	-0.0843315162382124
1_8861360	1	8861360	-0.26732342088165
1_8949303	1	8949303	-0.117450790820077
1_8949347	1	8949347	-0.133241116719159
1_8949355	1	8949355	-0.197672989314157
1_8949393	1	8949393	-0.562587009167165
1_8951527	1	8951527	-0.290782393705639
1_8974362	1	8974362	-0.322260625178807
1_9007318	1	9007318	0.0492930478919832
1_9007358	1	9007358	-0.0182565388945471
1_9014735	1	9014735	0.063501074494109
1_9014802	1	9014802	-0.0402389320550416
1_9014814	1	9014814	-0.117945796843423
1_9014831	1	9014831	-0.18022401855794
1_9038482	1	9038482	-0.0803626140352669
1_9039892	1	9039892	-0.407965933075978
1_9041924	1	9041924	-0.30826982043448
1_9057537	1	9057537	-0.602368544371542
1_9058188	1	9058188	-0.110961356120826
1_9104515	1	9104515	-0.0864238951994523
1_9104577	1	9104577	0.161013655583323
1_9105626	1	9105626	0.0811863836813192
1_9242965	1	9242965	-0.0956520523736482
1_9245189	1	9245189	-0.403676450111572
1_9245334	1	9245334	-0.534707976591728
1_9246991	1	9246991	-0.0448721656630538
1_9247016	1	9247016	-0.174458275738407
1_9247017	1	9247017	-0.145351954184075
1_9262084	1	9262084	0.174180330904887
1_9262324	1	9262324	0.0717876856790699
1_9264218	1	9264218	0.183756117321867
1_9264227	1	9264227	0.288885807346005
1_9264263	1	9264263	-0.0766575883527914
1_9264611	1	9264611	0.181970603429493
1_9580233	1	9580233	-0.655779210484887
1_9582366	1	9582366	-0.0825404607122242
1_9612988	1	9612988	0.124255105573205
1_9614894	1	9614894	-0.192004239227465
1_9615303	1	9615303	-0.0488096033996744
1_9615318	1	9615318	-0.248347127385242
1_9622200	1	9622200	0.245817085454119
1_9717027	1	9717027	-0.414164809210921
1_9720166	1	9720166	-0.0821957718942213
1_9720540	1	9720540	0.015320734020041
1_9721147	1	9721147	0.0853660921796102
1_9721246	1	9721246	-0.0792782885119268
1_9721447	1	9721447	-0.00265700690901429
1_9722328	1	9722328	0.129793289114635
1_9724365	1	9724365	-0.256566678367726
1_9744467	1	9744467	0.523661953138285
1_9744633	1	9744633	-0.0201348037619697
1_9751483	1	9751483	0.211717946823545
1_9751516	1	9751516	0.0826760018218057
1_9773303	1	9773303	0.0671111984695966
1_9872043	1	9872043	0.105876576258351
1_9922297	1	9922297	0.119767714580891
1_9934787	1	9934787	-0.329256541520274
1_9972110	1	9972110	0.0374502780359326
1_10101207	1	10101207	-0.211926972994399
1_10119557	1	10119557	0.176343616721659
1_10130715	1	10130715	0.137675621335527
1_10303186	1	10303186	-0.306049150358949
1_10303453	1	10303453	-0.0698734635445213
1_10303606	1	10303606	-0.187688900741535
1_10304277	1	10304277	-0.114625438551812
1_10334565	1	10334565	-0.125723147435142
1_10343234	1	10343234	0.100408363618837
1_10361031	1	10361031	0.212791780174862
1_10368512	1	10368512	-0.210612045021655
1_10371241	1	10371241	0.00422440186643513
1_10380226	1	10380226	0.171121710611179
1_10413139	1	10413139	-0.223668197847102
1_10419728	1	10419728	0.294180107015518
1_10461572	1	10461572	-0.362335654730672
1_10461640	1	10461640	-0.351664635852661
1_10469269	1	10469269	-0.117945796843423
1_10536284	1	10536284	-0.106357822568211
1_10599276	1	10599276	0.190189375757981
1_10618382	1	10618382	-0.276282824010523
1_10623109	1	10623109	0.181286050609584
1_10629648	1	10629648	0.551676329307881
1_10629678	1	10629678	0.474752352657339
1_10629812	1	10629812	0.550228082533205
1_10629994	1	10629994	-0.305137686682709
1_10639344	1	10639344	-0.0479258698094751
1_10639683	1	10639683	-0.0808593243314073
1_10640045	1	10640045	0.0543530923430489
1_10642250	1	10642250	0.403114478568682
1_10642935	1	10642935	-0.857129216259448
1_10646266	1	10646266	0.114271017000583
1_10646326	1	10646326	0.0571409097146683
1_10649075	1	10649075	-0.0215957608902497
1_10649384	1	10649384	0.20398229804394
1_10653593	1	10653593	0.0260747116343019
1_10653750	1	10653750	0.249785987657064
1_10653788	1	10653788	0.132429037018905
1_10653867	1	10653867	-0.0187028482688379
1_10653940	1	10653940	0.226276042513714
1_10659877	1	10659877	0.0401908407847306
1_10660248	1	10660248	-0.0155475342663178
1_10660397	1	10660397	-0.107918336555828
1_10665309	1	10665309	0.0704838491322246
1_10665356	1	10665356	0.0717876856790699
1_10947668	1	10947668	0.206717265765178
1_10948045	1	10948045	0.00660351691893217
1_10948070	1	10948070	-0.0854634857281323
1_10948360	1	10948360	-0.277607004957905
1_10948628	1	10948628	-0.220393065814241
1_10948742	1	10948742	-0.162049079583436
1_10949622	1	10949622	0.190344296030978
1_10949646	1	10949646	0.117497739397896
1_10954061	1	10954061	-0.0731909586330119
1_10955108	1	10955108	-0.0201348037619697
1_11027008	1	11027008	-0.120857392263326
1_11027215	1	11027215	0.105639427405858
1_11030859	1	11030859	0.196569310389095
1_11034851	1	11034851	0.132429037018905
1_11042882	1	11042882	0.174881178643173
1_11042883	1	11042883	0.124255105573205
1_11043525	1	11043525	-0.144931527242184
1_11046591	1	11046591	0.109304764107234
1_11046609	1	11046609	0.015320734020041
1_11046672	1	11046672	-0.118315197700873
1_11047065	1	11047065	-0.336106384215129
1_11047087	1	11047087	-0.138779300260589
1_11047092	1	11047092	0.0502545241294283
1_11055787	1	11055787	0.161729810991868
1_11069599	1	11069599	0.149790197680343
1_11070918	1	11070918	-0.660732003455944
1_11073948	1	11073948	0.0173399016566932
1_11081130	1	11081130	0.124255105573205
1_11098048	1	11098048	-0.167399978200357
1_11099766	1	11099766	-0.252308245891003
1_11109363	1	11109363	0.342790051240139
1_11121270	1	11121270	-0.185812834104096
1_11124536	1	11124536	-0.247713671813753
1_11130538	1	11130538	0.192426608214785
1_11139391	1	11139391	-0.414164809210921
1_11144841	1	11144841	-0.204625749955924
1_11145001	1	11145001	-0.290782393705639
1_11192312	1	11192312	-0.0526226565108741
1_11193588	1	11193588	-0.0859626018171404
1_11194951	1	11194951	-0.167925645920105
1_11199598	1	11199598	-0.23188870465207
1_11210838	1	11210838	-0.346430423255553
1_11212411	1	11212411	-0.523443150495914
1_11240460	1	11240460	-0.0547150354721141
1_11501143	1	11501143	0.0173399016566932
1_11502856	1	11502856	-0.206390206415266
1_11516008	1	11516008	0.334822091512864
1_11528050	1	11528050	0.163783469759843
1_11529815	1	11529815	0.110179920361482
1_11529838	1	11529838	-0.0465455833259709
1_11531680	1	11531680	-0.47898612886626
1_11535515	1	11535515	-0.250889666582126
1_11535609	1	11535609	-0.320529737099691
1_11536398	1	11536398	-0.158678857698294
1_11536572	1	11536572	0.102560034473886
1_11661214	1	11661214	0.139361997963414
1_11668837	1	11668837	-0.190477487909953
1_11668877	1	11668877	-0.227217264928172
1_11668895	1	11668895	-0.0485814912890104
1_11673346	1	11673346	-0.13208464768658
1_11688127	1	11688127	0.0717876856790699
1_11711942	1	11711942	-0.407965933075978
1_11715121	1	11715121	-0.4641139965912
1_11746177	1	11746177	-0.127931918023596
1_11748477	1	11748477	-0.107918336555828
1_11761978	1	11761978	0.00177109904820998
1_11762248	1	11762248	0.0240909436477731
1_11766129	1	11766129	-0.0826741983754384
1_11766294	1	11766294	0.00520243392944196
1_11766573	1	11766573	-0.172600967357324
1_11768262	1	11768262	0.301132867657285
1_11771538	1	11771538	0.0571409097146683
1_11772254	1	11772254	0.092546245845867
1_11775556	1	11775556	-0.0215957608902497
1_11776571	1	11776571	-0.235072961119351
1_11776613	1	11776613	0.0717876856790699
1_11778791	1	11778791	0.107766982784636
1_11779866	1	11779866	0.0638824875937237
1_11779915	1	11779915	0.199745305157469
1_11784463	1	11784463	-0.0485814912890104
1_11785215	1	11785215	-0.0417548458657241
1_11787997	1	11787997	-0.290782393705639
1_11788822	1	11788822	-0.28044044948418
1_11788915	1	11788915	0.117857334375055
1_11789390	1	11789390	-0.260829171604011
1_11790693	1	11790693	0.246874392237161
1_11790870	1	11790870	0.271096493902476
1_11791734	1	11791734	0.36276719227293
1_11794419	1	11794419	-0.0826741983754384
1_11794839	1	11794839	0.112850342300956
1_11816635	1	11816635	-0.304857578917361
1_11838567	1	11838567	0.184796647508256
1_11838792	1	11838792	0.00467348982053258
1_11838802	1	11838802	0.169698076334372
1_11838976	1	11838976	-0.273908575141243
1_11858365	1	11858365	0.162729253387841
1_11858387	1	11858387	0.0591600773513201
1_11858780	1	11858780	-0.521395321847055
1_11944606	1	11944606	0.254022980543535
1_11949781	1	11949781	-0.367597990756469
1_11949854	1	11949854	-0.3459239478981
1_11949898	1	11949898	-0.0780530697199105
1_11949899	1	11949899	-0.0703923252803385
1_11950412	1	11950412	0.458674144643764
1_11952696	1	11952696	0.294180107015518
1_11957902	1	11957902	-0.238314973811503
1_11963598	1	11963598	0.326747969471948
1_11965543	1	11965543	-0.404240443488922
1_11966298	1	11966298	0.0753455050922587
1_11974699	1	11974699	-0.570890312898374
1_11974757	1	11974757	-0.342312694345721
1_11996252	1	11996252	-0.1866739903649
1_11997386	1	11997386	0.0102198623271757
1_12001541	1	12001541	-0.397697597622151
1_12004010	1	12004010	-0.0813290280766888
1_12004835	1	12004835	-0.112995274490356
1_12009668	1	12009668	-0.222610891064059
1_12014431	1	12014431	-0.176611373786328
1_12014458	1	12014458	-0.332602569400266
1_12014474	1	12014474	-0.762088112631228
1_12022187	1	12022187	0.199022873975178
1_12022277	1	12022277	0.00520243392944196
1_12022869	1	12022869	-0.408963820053953
1_12029085	1	12029085	-0.144392906724115
1_12029794	1	12029794	-0.254862819450696
1_12029889	1	12029889	-0.433226658725844
1_12031554	1	12031554	0.124255105573205
1_12031731	1	12031731	0.171121710611179
1_12104380	1	12104380	0.105146282625501
1_12104394	1	12104394	0.100007559326528
1_12138290	1	12138290	-0.27567550131543
1_12188885	1	12188885	0.0663741894927052
1_12192516	1	12192516	0.277501365868887
1_12192870	1	12192870	-0.00805218653092521
1_12194666	1	12194666	0.0110444951252143
1_12194953	1	12194953	-0.0277479878718449
1_12195131	1	12195131	0.124255105573205
1_12208442	1	12208442	-0.198989917786148
1_12244346	1	12244346	-0.279811275884636
1_12244587	1	12244587	0.196266350488593
1_12257944	1	12257944	-0.0910128813298614
1_12276090	1	12276090	0.205451188421186
1_12277831	1	12277831	0.164412232045188
1_12283372	1	12283372	0.0974881960104197
1_12283436	1	12283436	-0.18517220574504
1_12318217	1	12318217	-0.30826982043448
1_12322574	1	12322574	0.0410611700468063
1_12341811	1	12341811	-0.138779300260589
1_12353983	1	12353983	0.156676583265582
1_12378571	1	12378571	-0.67160417764657
1_12617237	1	12617237	-0.355737835546408
1_12666726	1	12666726	-0.412772918084249
1_12716341	1	12716341	-0.129719960973122
1_12719545	1	12719545	0.133532919161216
1_12719616	1	12719616	0.054714172320128
1_12720907	1	12720907	-0.290782393705639
1_12725413	1	12725413	0.144018360394635
1_12725484	1	12725484	0.0847267413865677
1_12725527	1	12725527	0.203326676564404
1_12725693	1	12725693	0.0507260701512399
1_12725782	1	12725782	0.219832765555436
1_12755700	1	12755700	-0.00390124591747714
1_12755708	1	12755708	-0.0277479878718449
1_12759468	1	12759468	-0.0724368054318925
1_12760875	1	12760875	-0.190618231780207
1_12775001	1	12775001	-0.0813290280766888
1_12775014	1	12775014	-0.13208464768658
1_12775015	1	12775015	-0.148042221589556
1_12775725	1	12775725	0.0516098037414392
1_12775851	1	12775851	-0.0766575883527914
1_12777268	1	12777268	0.118180591163521
1_12777320	1	12777320	0.114339636708122
1_12777354	1	12777354	-0.0780530697199105
1_12777491	1	12777491	-0.326057868453169
1_12825053	1	12825053	0.0518691801915233
1_12827638	1	12827638	-0.164090388789776
1_12828685	1	12828685	-0.0506483899819238
1_12828686	1	12828686	-0.0707608768319376
1_12847476	1	12847476	0.19867994669976
1_12860725	1	12860725	-0.122182789729894
1_12861512	1	12861512	0.256705401596855
1_12881982	1	12881982	-0.379068926123594
1_12883140	1	12883140	0.0957665486135096
1_12883168	1	12883168	0.163981383888816
1_12883169	1	12883169	0.170625068711239
1_13115560	1	13115560	-0.370705938002588
1_13115573	1	13115573	-0.316317485812776
1_13319482	1	13319482	0.00712247197520733
1_13322038	1	13322038	0.232464322529102
1_13370686	1	13370686	0.319271087978348
1_13370713	1	13370713	-0.0428548802620531
1_13370765	1	13370765	0.0606899767957392
1_13370918	1	13370918	-0.395119053520374
1_13371002	1	13371002	-0.23267943914207
1_13389694	1	13389694	-0.278071341956085
1_13389844	1	13389844	-0.160721853141266
1_13390395	1	13390395	-0.0904837432198073
1_13390443	1	13390443	0.305861912063153
1_13390596	1	13390596	-0.497233271173065
1_13390787	1	13390787	0.0935583083502888
1_13390853	1	13390853	0.0717876856790699
1_13391946	1	13391946	-0.713993824430183
1_13392079	1	13392079	0.134102891529552
1_13392083	1	13392083	0.227684695228611
1_13392102	1	13392102	0.309610147585124
1_13392184	1	13392184	0.0571409097146683
1_13392272	1	13392272	-0.15472084412961
1_13416366	1	13416366	-0.283477593082405
1_13416396	1	13416396	-0.0277479878718449
1_13416600	1	13416600	0.0136110418892128
1_13418285	1	13418285	-0.0880976437866766
1_13418633	1	13418633	-0.00127577651065367
1_13421192	1	13421192	-0.264310182344447
1_13421193	1	13421193	-0.277361877943317
1_13475857	1	13475857	-0.31014771857257
1_13475969	1	13475969	-0.0766575883527914
1_13513240	1	13513240	0.42542464029377
1_13610479	1	13610479	-0.201515055608551
1_13778644	1	13778644	0.231895828761175
1_13778803	1	13778803	-0.0731909586330119
1_13778878	1	13778878	-0.0714693653011627
1_13780865	1	13780865	0.26993256076884
1_13782337	1	13782337	-0.0904837432198073
1_13782589	1	13782589	0.204294603498322
1_13782619	1	13782619	0.297791360567896
1_13893691	1	13893691	0.183494308947881
1_14180562	1	14180562	0.078863202759191
1_14304619	1	14304619	-0.507593782778787
1_14924487	1	14924487	0.214009758331534
1_14929705	1	14929705	0.113114547968005
1_14960723	1	14960723	-0.0683899723691907
1_15034863	1	15034863	-0.18542939355941
1_15044087	1	15044087	-0.160721853141266
1_15056111	1	15056111	0.140374770936482
1_15056171	1	15056171	-0.0106744745129034
1_15094363	1	15094363	0.216177595014244
1_15101561	1	15101561	0.0502545241294283
1_15112731	1	15112731	-0.436633260169093
1_15112917	1	15112917	-0.290782393705639
1_15114533	1	15114533	-0.214161112102726
1_15114571	1	15114571	-0.126395575804756
1_15164369	1	15164369	-0.154280393800777
1_15168611	1	15168611	0.249785987657064
1_15168614	1	15168614	0.185655650237349
1_15168689	1	15168689	0.118180591163521
1_15215111	1	15215111	0.343568133977681
1_15215144	1	15215144	0.466647303020283
1_15215403	1	15215403	-0.183867189789127
1_15219581	1	15219581	-0.431644929545488
1_15247291	1	15247291	0.446183200460568
1_15251791	1	15251791	-0.299660545052091
1_15251806	1	15251806	-0.249677190375966
1_15287147	1	15287147	0.175535610516899
1_15289653	1	15289653	0.211717946823545
1_15296717	1	15296717	0.0311457011817237
1_15314589	1	15314589	0.101535029073122
1_15327059	1	15327059	0.289314351843702
1_15341780	1	15341780	0.0311457011817237
1_15341823	1	15341823	-0.0277479878718449
1_15341876	1	15341876	-0.00901142529025917
1_15358264	1	15358264	0.0941351171968698
1_15375634	1	15375634	0.428316779667054
1_15382044	1	15382044	-0.218632607949803
1_15383872	1	15383872	-0.122837756391567
1_15383915	1	15383915	0.0842570376412863
1_15388104	1	15388104	-0.17342544306748
1_15388363	1	15388363	-0.612710488593001
1_15397315	1	15397315	0.260627547304491
1_15397347	1	15397347	0.165774375011472
1_15444626	1	15444626	-0.365550162107611
1_15445717	1	15445717	-0.0414229247689213
1_15462802	1	15462802	-0.330748801023283
1_15462809	1	15462809	-0.347684784940116
1_15463420	1	15463420	0.263417853244831
1_15467516	1	15467516	0.167068189112178
1_15481703	1	15481703	-0.16525151162178
1_15482377	1	15482377	-0.1866739903649
1_15483381	1	15483381	-0.398842139563092
1_15485937	1	15485937	-0.0166074302666445
1_15487341	1	15487341	-0.256016975544962
1_15487348	1	15487348	-0.185600157013582
1_15506048	1	15506048	0.0860719116853172
1_15518120	1	15518120	-0.0981373157632427
1_15524108	1	15524108	-0.313502470205722
1_15524177	1	15524177	-0.00988156707833124
1_15536563	1	15536563	0.0173399016566932
1_15536735	1	15536735	-0.325829340804839
1_15565920	1	15565920	-0.740089795069228
1_15573657	1	15573657	-0.367597990756469
1_15577823	1	15577823	0.0801999254952695
1_15579006	1	15579006	-0.385939626745979
1_15583249	1	15583249	0.336174195680145
1_15583355	1	15583355	0.0571409097146683
1_15584711	1	15584711	-0.551546625914605
1_15584923	1	15584923	-0.130317721512392
1_15633482	1	15633482	-0.0784787899927745
1_15633808	1	15633808	-0.290782393705639
1_15660052	1	15660052	-0.248718334139095
1_15660680	1	15660680	-0.30237036798085
1_15660978	1	15660978	0.179964538159493
1_15661107	1	15661107	0.272353744562339
1_15717906	1	15717906	-0.412088689927772
1_15725435	1	15725435	-0.170100911283176
1_15738641	1	15738641	-0.16691073554347
1_15742576	1	15742576	0.0624498210997334
1_15742902	1	15742902	0.309286999405726
1_15743149	1	15743149	0.00434564183800858
1_15743153	1	15743153	0.00534970030438616
1_15744417	1	15744417	0.171560820351562
1_15744527	1	15744527	0.325888966742856
1_15747031	1	15747031	0.0795860562394768
1_15765157	1	15765157	-0.0750537026502014
1_15765205	1	15765205	0.0653614165196366
1_15768557	1	15768557	-0.161499376760672
1_15774908	1	15774908	0.252359931320891
1_15919487	1	15919487	-0.335176513064092
1_15928262	1	15928262	0.0870221993742299
1_15928710	1	15928710	0.151222153173474
1_15929149	1	15929149	-0.0683899723691907
1_15929304	1	15929304	-0.204625749955924
1_15929512	1	15929512	-0.301351635415826
1_15929805	1	15929805	0.39014916554624
1_15930329	1	15930329	0.157421969508405
1_15930761	1	15930761	-0.0572922634858601
1_15932261	1	15932261	-0.16525151162178
1_15933164	1	15933164	0.110958282959747
1_15933318	1	15933318	0.387289511406999
1_15933473	1	15933473	-0.117945796843423
1_15933897	1	15933897	-0.0665672367623728
1_15934018	1	15934018	-0.290782393705639
1_15935861	1	15935861	-0.183867189789127
1_15942149	1	15942149	0.351665601676278
1_16006004	1	16006004	0.0636483408690531
1_16006170	1	16006170	0.0282860470424832
1_16006184	1	16006184	0.0462525935719321
1_16017865	1	16017865	-0.216781812261862
1_16017907	1	16017907	-0.24015632063567
1_16018169	1	16018169	0.282402939239164
1_16018188	1	16018188	0.307119162723016
1_16019460	1	16019460	0.322194483185114
1_16022642	1	16022642	-0.16691073554347
1_16028086	1	16028086	-0.307084206034739
1_16028797	1	16028797	0.0238532086153677
1_16029233	1	16029233	-0.0654900818633959
1_16030006	1	16030006	0.124255105573205
1_16030027	1	16030027	0.349042042050036
1_16031776	1	16031776	0.010084085653894
1_16033179	1	16033179	-0.227588567218445
1_16033220	1	16033220	-0.239557070350465
1_16033642	1	16033642	0.103496545406408
1_16044504	1	16044504	0.134747479390847
1_16048569	1	16048569	-0.46586910026373
1_16049164	1	16049164	-0.394618204690179
1_16053647	1	16053647	-0.320529737099691
1_16053701	1	16053701	-0.410521637979734
1_16056471	1	16056471	-0.16179595298556
1_16058689	1	16058689	0.189843447200782
1_16125227	1	16125227	-0.262768017536042
1_16131822	1	16131822	0.0400421016701198
1_16132150	1	16132150	-0.163670475802299
1_16135106	1	16135106	0.148101847527573
1_16135769	1	16135769	-0.0710011858257286
